oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,municipio,precio_m2
departamento en venta torre alba a unos metros del malecon y playa,3650000.0,110.0,2.0,2.0,23.2545968,-106.4118611,easybroker,2024-09-02 12:27:21.140990,mazatlan,33181.818181818184
casa en venta delfin residencial en marina 4 recamaras modelo zoe,6270000.0,228.0,4.0,4.0,23.2929564,-106.4564725,easybroker,2024-09-02 12:27:21.140990,mazatlan,27500.0
casa en venta en el delfin residencial de 4 recamaras,6242500.0,227.0,3.0,4.0,23.2929564,-106.4564725,easybroker,2024-09-02 12:27:21.140990,mazatlan,27500.0
departamento en venta aitana a 3 cuadras de la playa y malecon,2176000.0,55.0,,,23.2011434,-106.4253099,easybroker,2024-09-02 12:27:21.140990,mazatlan,39563.63636363636
espectacular casa en venta paraiso marina,8950000.0,283.0,4.0,4.0,23.3048952,-106.4855562,easybroker,2024-09-02 12:27:21.140990,mazatlan,31625.441696113074
casa en venta camila hills en nuevo mazatlan,2474000.0,118.0,2.0,3.0,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,20966.101694915254
casa en venta en mediterraneo residencial.,5800000.0,169.5,3.0,3.0,23.2693983,-106.4472128,easybroker,2024-09-02 12:27:21.140990,mazatlan,34218.28908554572
casa en venta  de 4 recamaras en residencial el delfin en marina mazatlan,7295000.0,153.8,3.0,4.0,23.2929564,-106.4564725,easybroker,2024-09-02 12:27:21.140990,mazatlan,47431.72951885565
casa en venta en delfin residencial  de 4 recamaras mod lia,6215000.0,226.0,4.0,4.0,23.2929564,-106.4564725,easybroker,2024-09-02 12:27:21.140990,mazatlan,27500.0
casa en venta delfin residencial 4 recamaras mod amaia,6132500.0,223.0,3.0,4.0,23.2929564,-106.4564725,easybroker,2024-09-02 12:27:21.140990,mazatlan,27500.0
casa en venta de 4 recamaras en sonterra,4512000.0,188.0,3.0,4.0,23.2962306,-106.4348121,easybroker,2024-09-02 12:27:21.140990,mazatlan,24000.0
casa en venta de 4 recamaras en sonterra modelo victoria,5040000.0,210.0,3.0,4.0,23.2962306,-106.4348121,easybroker,2024-09-02 12:27:21.140990,mazatlan,24000.0
villas cerritos campestre a la venta,1990000.0,120.0,2.0,2.0,23.2511913,-106.3936766,easybroker,2024-09-02 12:27:21.140990,mazatlan,16583.333333333332
departamento en venta condesa residencial a una cuadra de la playa,3800000.0,80.0,2.0,2.0,23.2631049,-106.4641751,easybroker,2024-09-02 12:27:21.140990,mazatlan,47500.0
espectacular casa en maralto residencial en venta,8200000.0,330.0,3.0,3.0,23.2840557,-106.4692099,easybroker,2024-09-02 12:27:21.140990,mazatlan,24848.484848484848
casa en venta 4 recamaras sonterra residencial mod alma,5280000.0,210.0,3.0,4.0,23.2962306,-106.4348121,easybroker,2024-09-02 12:27:21.140990,mazatlan,25142.85714285714
casa en venta 4 recamaras en sonterra mod ilse,4512000.0,188.0,3.0,4.0,23.2962306,-106.4348121,easybroker,2024-09-02 12:27:21.140990,mazatlan,24000.0
casa en venta sonterra de 4 recamararas mod lucia,5040000.0,210.0,3.0,4.0,23.2962306,-106.4348121,easybroker,2024-09-02 12:27:21.140990,mazatlan,24000.0
casa en venta en marina campo de golf con alberca,24000000.0,460.0,4.0,4.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,52173.913043478264
hermosa casa en venta en puerta al mar,16000000.0,510.0,4.0,4.0,23.2775658,-106.4527369,easybroker,2024-09-02 12:27:21.140990,mazatlan,31372.549019607843
hermosa casa en venta en fraccionamiento al cid frente al canal de navegacion,19500000.0,600.0,4.0,4.0,23.2618672,-106.4532958,easybroker,2024-09-02 12:27:21.140990,mazatlan,32500.0
departamento el encanto playa dorada en marina mazatlan a pasos del mar,2000000.0,47.0,,,23.282586,-106.4694942,easybroker,2024-09-02 12:27:21.140990,mazatlan,42553.1914893617
grandiosa casa en venta marina campo de golf con alberca,19299000.0,487.0,4.0,4.0,23.295924,-106.4678881,easybroker,2024-09-02 12:27:21.140990,mazatlan,39628.336755646815
la pedrera modelo cantera,3590000.0,174.0,2.0,3.0,23.2863833,-106.4302811,easybroker,2024-09-02 12:27:21.140990,mazatlan,20632.183908045976
la pedrera modelo marfil,3700000.0,188.0,2.0,3.0,23.2863833,-106.4302811,easybroker,2024-09-02 12:27:21.140990,mazatlan,19680.85106382979
privada barcelona mod a,7796000.0,300.0,5.0,5.0,23.2552777,-106.4508938,easybroker,2024-09-02 12:27:21.140990,mazatlan,25986.666666666668
casa en venta altabrisa residencial mazatlan sinaloa,7490000.0,327.02,4.0,3.0,23.3053301745,-106.4782476425,easybroker,2024-09-02 12:27:21.140990,mazatlan,22903.797932848145
departamentos sevilla mia en preventa en fraccionamiento del cid modelo sierpes,6424105.0,127.21,2.0,2.0,23.265397941,-106.455673104,easybroker,2024-09-02 12:27:21.140990,mazatlan,50500.0
residencia de lujo en fraccionamiento marina campo de golf,17800000.0,750.0,6.0,5.0,23.2686689,-106.4627284,easybroker,2024-09-02 12:27:21.140990,mazatlan,23733.333333333332
residencia en marina campo de golf,17800000.0,700.0,6.0,5.0,23.2736689,-106.4577284,easybroker,2024-09-02 12:27:21.140990,mazatlan,25428.571428571428
en venta departamentos en mazatlan  torre cordobacordoba,2950000.0,89.0,2.0,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,33146.06741573034
departamento en palmilla residencial,3500000.0,68.0,,2.0,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,51470.58823529412
departamento en venta en mazatlan sabalo country,2995000.0,,2.0,2.0,23.2656148,-106.4639144,easybroker,2024-09-02 12:27:21.140990,mazatlan,
1706 vivar del cid,11967237.666,671.63,,,23.2661525032,-106.4537048341,easybroker,2024-09-02 12:27:21.140990,mazatlan,17818.2
1705 vivar del cid,10690919.999999998,600.0,,,23.266133885,-106.4535665514,easybroker,2024-09-02 12:27:21.140990,mazatlan,17818.199999999997
departamentos venta almarena residencial mazatlan 2908000 realte rg1,2908000.0,65.37,,2.0,23.3000776,-106.4826574,easybroker,2024-09-02 12:27:21.140990,mazatlan,44485.237876701845
departamento lock off en preventa en mazatlan,3304476.0,69.0,2.0,3.0,23.2442805,-106.4539976,easybroker,2024-09-02 12:27:21.140990,mazatlan,47890.95652173913
1683 vivar del cid,12350903.108,656.68,,,23.2661214002,-106.4504857066,easybroker,2024-09-02 12:27:21.140990,mazatlan,18808.1
departamento en parque turistico toram,2033000.0,52.0,,,23.3122806,-106.4250259,easybroker,2024-09-02 12:27:21.140990,mazatlan,39096.153846153844
penthouse en torre portico en malecon de mazatlan,7450000.0,159.0,2.0,2.0,23.2301279,-106.4321399,easybroker,2024-09-02 12:27:21.140990,mazatlan,46855.345911949684
casa en venta real del valle coto 10,4399000.0,189.0,2.0,3.0,23.2860566,-106.4330902,easybroker,2024-09-02 12:27:21.140990,mazatlan,23275.132275132277
departamento en venta enfrente del malecon en torre playa norte,5225000.0,97.0,2.0,2.0,23.2079571332,-106.4232945442,easybroker,2024-09-02 12:27:21.140990,mazatlan,53865.9793814433
venta departamento  col playa sur mazatlan,3200000.0,,2.0,2.0,23.1919551,-106.4214477,easybroker,2024-09-02 12:27:21.140990,mazatlan,
venta casareal del valle mazatlan,3900000.0,163.0,2.0,3.0,23.2863833,-106.4302811,easybroker,2024-09-02 12:27:21.140990,mazatlan,23926.38036809816
condominio frente al malecon en paradise bay grand,7000000.0,123.0,2.0,2.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,56910.56910569106
departamento en venta sunset hills en balcones de loma linda mazatlan sinaloa,4490000.0,130.0,2.0,3.0,23.2016117,-106.4291031,easybroker,2024-09-02 12:27:21.140990,mazatlan,34538.46153846154
departamento en venta en mazatlan,5051842.0,135.0,,2.0,23.243535,-106.4205276,easybroker,2024-09-02 12:27:21.140990,mazatlan,37421.05185185185
casa en venta puerta al mar,14900000.0,431.0,5.0,4.0,23.2737581,-106.3982246,easybroker,2024-09-02 12:27:21.140990,mazatlan,34570.7656612529
preventa penthouse en mazatlan,5719000.0,93.0,,,23.2304073,-106.43234,easybroker,2024-09-02 12:27:21.140990,mazatlan,61494.62365591398
preventa departamentos  5th level  zona dorada mazatlan,2800000.0,,,,23.2458924,-106.4542067,easybroker,2024-09-02 12:27:21.140990,mazatlan,
propiedad en venta para desarrollar departamentos,1580000.0,264.0,,,23.2350555,-106.3997262,easybroker,2024-09-02 12:27:21.140990,mazatlan,5984.848484848485
casa en venta en el centro historico de mazatlan,6499000.0,343.0,3.0,4.0,23.2028216,-106.419787,easybroker,2024-09-02 12:27:21.140990,mazatlan,18947.52186588921
en venta casas en mazatlan  olympus residencial,3260000.0,194.0,2.0,2.0,23.2959726,-106.4347101,easybroker,2024-09-02 12:27:21.140990,mazatlan,16804.123711340206
departamento en venta langosta en sabalo country mazatlan sinaloa,3100000.0,87.27,2.0,2.0,23.2654136,-106.4635629,easybroker,2024-09-02 12:27:21.140990,mazatlan,35521.9433940644
departamento en venta boca de cielo mazatlan sinaloa,7300000.0,104.0,2.0,2.0,23.2052614,-106.4284484,easybroker,2024-09-02 12:27:21.140990,mazatlan,70192.30769230769
departamento en preventa aguamarina talisman en mazatlan.,11916116.0,231.0,4.0,4.0,23.2209964,-106.4233945,easybroker,2024-09-02 12:27:21.140990,mazatlan,51584.917748917745
penthouse en preventa aguamarina talisman en mazatlan.,19693345.0,428.0,4.0,4.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,46012.48831775701
departamento en preventa aguamarina talisman en mazatlan.,4630300.0,79.0,,,23.2215262,-106.4234542,easybroker,2024-09-02 12:27:21.140990,mazatlan,58611.39240506329
casa en venta en altabrisa mazatlan,6550000.0,282.0,3.0,4.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,23226.95035460993
casa en venta altabrisa mazatlan,6990000.0,282.33,3.0,4.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,24758.261608755714
departamentos  un modern living,2955000.0,64.0,2.0,2.0,23.2161925,-106.4177672,easybroker,2024-09-02 12:27:21.140990,mazatlan,46171.875
departamentos preventa frente al malecon pacific pearl tower,6334442.0,117.0,2.0,2.0,23.220745804,-106.4230047741,easybroker,2024-09-02 12:27:21.140990,mazatlan,54140.529914529914
puerto banus 204,8900000.0,187.25,4.0,3.0,23.2527022652,-106.4446663884,easybroker,2024-09-02 12:27:21.140990,mazatlan,47530.04005340454
puerto banus 202,8600000.0,187.25,4.0,3.0,23.2526234063,-106.4446019359,easybroker,2024-09-02 12:27:21.140990,mazatlan,45927.903871829105
puerto banus 207,7500000.0,132.79,2.0,2.0,23.252781124,-106.4445590195,easybroker,2024-09-02 12:27:21.140990,mazatlan,56480.15663830108
puerto banus 205,7000000.0,132.79,2.0,2.0,23.2526628357,-106.4446877687,easybroker,2024-09-02 12:27:21.140990,mazatlan,52714.81286241434
puerto banus 203,6700000.0,132.79,2.0,2.0,23.2528205534,-106.444516103,easybroker,2024-09-02 12:27:21.140990,mazatlan,50455.606596882295
puerto banus 201,6500000.0,132.79,2.0,2.0,23.2528205534,-106.4445590195,easybroker,2024-09-02 12:27:21.140990,mazatlan,48949.469086527606
loft en venta el encanto mazatlan sinaloa,2590000.0,50.0,,,23.2722535,-106.446166,easybroker,2024-09-02 12:27:21.140990,mazatlan,51800.0
casa en venta marina mazatlan,9000000.0,300.0,3.0,3.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,30000.0
preventa aguamarina talisman,3290000.0,,,,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,
marina platino plus completamente amueblado,7000000.0,113.0,2.0,2.0,23.282586,-106.4694942,easybroker,2024-09-02 12:27:21.140990,mazatlan,61946.902654867255
torre navia,3900000.0,96.6,2.0,2.0,23.2786452,-106.4148229,easybroker,2024-09-02 12:27:21.140990,mazatlan,40372.67080745342
condominio en el encanto marina campo de golf,4400000.0,81.0,2.0,2.0,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,54320.98765432099
departamento en venta frente al malecon en torre altomare,8350000.0,,2.0,2.0,23.2301279,-106.4321399,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en venta aitana palos prietos mazatlan sinaloa,2227600.0,55.69,,,23.2243585,-106.4211817,easybroker,2024-09-02 12:27:21.140990,mazatlan,40000.0
casa en el cid de oportunidad,5495000.0,209.0,2.0,3.0,23.2552257256,-106.4415121252,easybroker,2024-09-02 12:27:21.140990,mazatlan,26291.866028708133
venta departamentos  blue life mazatlan,2860000.0,,,,23.2016858,-106.4284408,easybroker,2024-09-02 12:27:21.140990,mazatlan,
penhouse con vista al parque central en central 102,12000000.0,376.0,3.0,3.0,23.2288987,-106.4273366,easybroker,2024-09-02 12:27:21.140990,mazatlan,31914.893617021276
residencia de lujo en el cielo parque residencial,29000000.0,626.0,4.0,3.0,23.2596504,-106.4657078,easybroker,2024-09-02 12:27:21.140990,mazatlan,46325.8785942492
casa en venta toreo,4395000.0,238.0,2.0,3.0,23.2496412,-106.4351073,easybroker,2024-09-02 12:27:21.140990,mazatlan,18466.386554621848
casa en venta mazatlan,4250000.0,,,,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,
residencia con vista al canal de navegacion en fraccionamiento marina el cid,23000000.0,698.0,5.0,4.0,23.2636313,-106.4538386,easybroker,2024-09-02 12:27:21.140990,mazatlan,32951.2893982808
condominio en torre boca de cielo mazatlan,6950000.0,118.0,2.0,2.0,23.2066219,-106.4278887,easybroker,2024-09-02 12:27:21.140990,mazatlan,58898.30508474576
casa en venta mazatlan,6850000.0,,,,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casa en venta mazatlan,4850000.0,,,,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en venta lamar en lopez mateos mazatlan sinaloa,2190000.0,61.25,,2.0,23.2399761,-106.4291079,easybroker,2024-09-02 12:27:21.140990,mazatlan,35755.102040816324
penthouse en venta mazatlan sinaloa  torre tres h,13300000.0,221.0,4.0,4.0,23.2232357,-106.4247859,easybroker,2024-09-02 12:27:21.140990,mazatlan,60180.99547511312
venta casa en col rincon de urias super economica,650000.0,112.0,,,23.2416005,-106.3674319,easybroker,2024-09-02 12:27:21.140990,mazatlan,5803.571428571428
penthouse en preventa en mazatlan,23852400.0,397.54,5.0,4.0,23.2575814,-106.4427021,easybroker,2024-09-02 12:27:21.140990,mazatlan,60000.0
casa en venta en marina el cid mazatlan,21850000.0,600.0,4.0,4.0,23.2662554469,-106.4481532638,easybroker,2024-09-02 12:27:21.140990,mazatlan,36416.666666666664
venta de condominios en zona exclusiva en cerritos mazatlan,4200000.0,80.4,,2.0,23.2626504,-106.4627078,easybroker,2024-09-02 12:27:21.140990,mazatlan,52238.80597014925
venta casa en col. lico velarde ven a conocerla,2300000.0,153.0,4.0,3.0,23.248023,-106.411839,easybroker,2024-09-02 12:27:21.140990,mazatlan,15032.679738562092
loft condo hotel venta macroplaza mazatlan 2350000 norlop rg1,2350000.0,45.0,,,23.2720068813,-106.4500652609,easybroker,2024-09-02 12:27:21.140990,mazatlan,52222.22222222222
departamento en venta en palmilla residencial en mazatlan,3800000.0,75.0,2.0,2.0,23.2876712,-106.4678293,easybroker,2024-09-02 12:27:21.140990,mazatlan,50666.666666666664
departamentos en venta katara en real del valle mazatlan sinaloa,2233800.0,75.0,2.0,2.0,23.2849733,-106.4311336,easybroker,2024-09-02 12:27:21.140990,mazatlan,29784.0
casa en venta playa brujas mazatlan sinaloa,17500000.0,451.55,7.0,5.0,23.3048657,-106.4902844,easybroker,2024-09-02 12:27:21.140990,mazatlan,38755.39807330307
departamento en venta a solo 3 min de la playa en  un modern living,2540000.0,64.0,2.0,2.0,23.217041,-106.4186034,easybroker,2024-09-02 12:27:21.140990,mazatlan,39687.5
departamento en venta a 3 min de la playa en gaia towers,2300000.0,56.92,,2.0,23.2247290721,-106.4212451154,easybroker,2024-09-02 12:27:21.140990,mazatlan,40407.58959943781
departamento en venta en torre 3 h,6346627.0,108.46,2.0,2.0,23.2232357,-106.4247859,easybroker,2024-09-02 12:27:21.140990,mazatlan,58515.83072100314
departamento en venta frente al malecon en torre stelarhe,6930000.0,91.72,,,23.2172406271,-106.421492111,easybroker,2024-09-02 12:27:21.140990,mazatlan,75556.04012211077
departamento en venta a 2 cuadras de  malecon,3590000.0,86.0,2.0,2.0,23.2165177,-106.4194181,easybroker,2024-09-02 12:27:21.140990,mazatlan,41744.186046511626
departamento en el encanto sabalo country,3800000.0,117.0,2.0,2.0,23.2597046,-106.4583524,easybroker,2024-09-02 12:27:21.140990,mazatlan,32478.63247863248
depa en sabalo country mazatlan mallorca,2987000.0,60.0,,,23.2626843,-106.4626734,easybroker,2024-09-02 12:27:21.140990,mazatlan,49783.333333333336
condominio en venta en litoral ocean condos  modelo cabo,4890000.0,70.0,,2.0,23.2021111,-106.4297366,easybroker,2024-09-02 12:27:21.140990,mazatlan,69857.14285714286
condominio y plaza preventa en cerritos,2790000.0,70.0,,,23.2991545,-106.4815048,easybroker,2024-09-02 12:27:21.140990,mazatlan,39857.142857142855
casa en venta palmilla residencial,4895000.0,122.0,3.0,3.0,23.2974865845,-106.478805542,easybroker,2024-09-02 12:27:21.140990,mazatlan,40122.95081967213
residencia con alberca privada,6700000.0,275.0,3.0,4.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,24363.636363636364
casa en venta almarena residencial,5000000.0,146.0,3.0,3.0,23.2956340108,-106.4771747589,easybroker,2024-09-02 12:27:21.140990,mazatlan,34246.57534246575
casas preventa sonterra ii residencial mazatlan 3508000  realte rg1,3508000.0,110.0,2.0,3.0,23.2949726,-106.4357101,easybroker,2024-09-02 12:27:21.140990,mazatlan,31890.909090909092
departamento en mazatlan sinaloa,2490000.0,,,,23.3028952,-106.4875562,easybroker,2024-09-02 12:27:21.140990,mazatlan,
se vende departamento en el sabalo country,2995000.0,86.0,2.0,2.0,23.2639391826,-106.4629804866,easybroker,2024-09-02 12:27:21.140990,mazatlan,34825.58139534884
departamento en venta completamente amueblado en punta sur,3500000.0,72.0,2.0,2.0,23.1886929355,-106.422972693,easybroker,2024-09-02 12:27:21.140990,mazatlan,48611.11111111111
departamento en venta en real del valle mazatlan primer y segundo nivel,2495000.0,78.0,2.0,2.0,23.2860915,-106.4273136,easybroker,2024-09-02 12:27:21.140990,mazatlan,31987.17948717949
casa en venta en mazatlan sinaloa costa brava con vista al canal de navegacion,22767699.999999996,698.0,4.0,4.0,23.2655844,-106.4665282,easybroker,2024-09-02 12:27:21.140990,mazatlan,32618.481375358162
casa en venta en el cid,16950000.0,600.0,2.0,4.0,23.263922,-106.4555674,easybroker,2024-09-02 12:27:21.140990,mazatlan,28250.0
casa en el fraccionamiento el cid,19500000.0,600.0,4.0,4.0,23.2655106,-106.4561087,easybroker,2024-09-02 12:27:21.140990,mazatlan,32500.0
departamento amueblado en venta en mazatlan,3780000.0,91.78,2.0,2.0,23.2648804778,-106.464568398,easybroker,2024-09-02 12:27:21.140990,mazatlan,41185.443451732404
casa en venta altabrisa residencial mazatlan sinaloa,5750000.0,336.89,2.0,3.0,23.30552,-106.4774094,easybroker,2024-09-02 12:27:21.140990,mazatlan,17067.88566000772
casa en venta altabrisa residencial mazatlan sinaloa,5700000.0,215.0,2.0,3.0,23.3054792,-106.4780693,easybroker,2024-09-02 12:27:21.140990,mazatlan,26511.627906976744
venta departamento preventaun mazatlanmazatlan,2355000.0,64.0,2.0,2.0,23.2216585,-106.4207116,easybroker,2024-09-02 12:27:21.140990,mazatlan,36796.875
venta departamentoalmarenamazatlan,2908000.0,,,2.0,23.3048952,-106.4855562,easybroker,2024-09-02 12:27:21.140990,mazatlan,
venta casasonterramazatlan,3508000.0,,2.0,3.0,23.2863833,-106.4302811,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en venta central tower mazatlan sinaloa,6300000.0,106.0,2.0,2.0,23.2315268,-106.4339206,easybroker,2024-09-02 12:27:21.140990,mazatlan,59433.96226415094
departamento en venta ferrocarrilera una cuadra de malecon,3500000.0,85.0,2.0,2.0,23.2171438,-106.4208283,easybroker,2024-09-02 12:27:21.140990,mazatlan,41176.470588235294
boca de mar,3500000.0,102.0,2.0,2.0,23.2073969,-106.4255244,easybroker,2024-09-02 12:27:21.140990,mazatlan,34313.72549019608
departamentos en venta vigia sky tower frente al malecon mazatlan sinaloa,6526800.0,103.6,2.0,2.0,23.2304073,-106.43234,easybroker,2024-09-02 12:27:21.140990,mazatlan,63000.0
marbella duplex 4a,10000000.0,180.0,3.0,3.0,23.26013,-106.44675,easybroker,2024-09-02 12:27:21.140990,mazatlan,55555.555555555555
casa en venta mazatlan,14398500.0,218.0,2.0,3.0,23.2815625,-106.4628125,easybroker,2024-09-02 12:27:21.140990,mazatlan,66048.16513761468
departamento en venta mazatlan,5943400.0,85.0,2.0,2.0,23.2815625,-106.4628125,easybroker,2024-09-02 12:27:21.140990,mazatlan,69922.35294117648
torre pajaros,2500000.0,50.0,,,23.2722108,-106.446143,easybroker,2024-09-02 12:27:21.140990,mazatlan,50000.0
villa verde mazatlan sinaloa,989000.0,120.0,2.0,2.0,23.2608254,-106.3844849,easybroker,2024-09-02 12:27:21.140990,mazatlan,8241.666666666666
departamentos preventa un modern living mazatlan 2650000 realte rg1,2650000.0,64.0,2.0,2.0,23.2196585,-106.4227116,easybroker,2024-09-02 12:27:21.140990,mazatlan,41406.25
departamento en venta independencia mazatlan sinaloa,1650000.0,56.0,,2.0,23.2182029,-106.4132249,easybroker,2024-09-02 12:27:21.140990,mazatlan,29464.285714285714
casa en venta en mazatlan  en cerritos,3300000.0,168.23,2.0,3.0,23.2913472,-106.4714782,easybroker,2024-09-02 12:27:21.140990,mazatlan,19616.00190215776
departamento en venta en mazatlan,4590000.0,110.0,2.0,2.0,23.2899881,-106.4707722,easybroker,2024-09-02 12:27:21.140990,mazatlan,41727.27272727273
departamento en venta en mazatlan,3990000.0,86.0,2.0,2.0,23.2899881,-106.4707722,easybroker,2024-09-02 12:27:21.140990,mazatlan,46395.348837209305
departamento en venta en mazatlan,2890000.0,46.0,,,23.2899881,-106.4707722,easybroker,2024-09-02 12:27:21.140990,mazatlan,62826.086956521736
departamento en preventa en marina mazatlan,6168938.54,103.54,2.0,2.0,23.2706689,-106.4607284,easybroker,2024-09-02 12:27:21.140990,mazatlan,59580.24473633378
departamento en preventa en el malecon de mazatlan,8544101.41,104.36,2.0,2.0,23.2348307,-106.4432507,easybroker,2024-09-02 12:27:21.140990,mazatlan,81871.42018014565
departamento en preventa a unas cuadras de la playa en mazatlan,3251178.0,68.0,2.0,2.0,23.2472805,-106.4509976,easybroker,2024-09-02 12:27:21.140990,mazatlan,47811.44117647059
departamento  en preventa en mazatlan cerca de zona dorada,3793041.0,78.0,2.0,2.0,23.2442805,-106.4539976,easybroker,2024-09-02 12:27:21.140990,mazatlan,48628.730769230766
departamento lock off en preventa en mazatlan,3899637.0,84.0,2.0,3.0,23.2452805,-106.4529976,easybroker,2024-09-02 12:27:21.140990,mazatlan,46424.25
malia,5197075.0,,,,23.2716689,-106.4597284,easybroker,2024-09-02 12:27:21.140990,mazatlan,
un,2650000.0,64.0,2.0,2.0,23.2029435,-106.4212661,easybroker,2024-09-02 12:27:21.140990,mazatlan,41406.25
departamento en venta torre sunset hills cerro de la neveria,3790000.0,70.0,2.0,2.0,23.2015821,-106.4290787,easybroker,2024-09-02 12:27:21.140990,mazatlan,54142.857142857145
departamentos en venta un modern living en palos prietos mazatlan sinaloa,3080000.0,64.0,2.0,2.0,23.217041,-106.4186034,easybroker,2024-09-02 12:27:21.140990,mazatlan,48125.0
departamento en venta en real del valle katara tower,1975690.0,67.0,2.0,2.0,23.2849959,-106.4310712,easybroker,2024-09-02 12:27:21.140990,mazatlan,29487.910447761195
departamentos en venta en mazatlan  adora,1989000.0,,,,23.2755493,-106.4254767,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamentos en venta turquesa mazatlan a 3 minutos de la playa,2481000.0,,2.0,2.0,23.3054685,-106.4916556,easybroker,2024-09-02 12:27:21.140990,mazatlan,
casas y departamentos de playa en mazatlan  almarena residencial,2908000.0,63.0,,2.0,23.291257,-106.4741824,easybroker,2024-09-02 12:27:21.140990,mazatlan,46158.730158730155
departamentos en venta en mazatlan  oceanna condominios,3666000.0,61.5,2.0,2.0,23.2999749,-106.4826043,easybroker,2024-09-02 12:27:21.140990,mazatlan,59609.756097560974
departamentos en venta punto reforma mazatlan sinaloa,2289692.0,66.4,,2.0,23.2114518,-106.4193429,easybroker,2024-09-02 12:27:21.140990,mazatlan,34483.31325301204
1954 reino de murcia,7447572.044,683.9,,,23.2674918667,-106.4508867263,easybroker,2024-09-02 12:27:21.140990,mazatlan,10889.855306331336
condominios en venta mazatlan sevilla mia,5953428.0,,,,23.2765311,-106.4473878,easybroker,2024-09-02 12:27:21.140990,mazatlan,
departamento en aitana condos,3391465.0,88.09,,2.0,23.2236585,-106.4187116,easybroker,2024-09-02 12:27:21.140990,mazatlan,38500.0
casa en venta soles residencial,7500000.0,270.0,4.0,4.0,23.2986690648,-106.4799213409,easybroker,2024-09-02 12:27:21.140990,mazatlan,27777.777777777777
marbella g3,6400000.0,160.0,3.0,3.0,23.2596810938,-106.4462327957,easybroker,2024-09-02 12:27:21.140990,mazatlan,40000.0
casa en fraccionamiento stadium,4490000.0,372.0,4.0,8.0,23.2362956,-106.4324895,easybroker,2024-09-02 12:27:21.140990,mazatlan,12069.89247311828
residencia en club real marina mazatlan,8290000.0,365.0,3.0,4.0,23.2693983,-106.4472128,easybroker,2024-09-02 12:27:21.140990,mazatlan,22712.328767123287
un mazatlan,2355000.0,64.0,2.0,2.0,23.2210229,-106.4205456,easybroker,2024-09-02 12:27:21.140990,mazatlan,36796.875
penthouse b condominio en venta vista al  mar centro  punta bahia,17059521.6,258.0,3.0,2.0,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,66122.17674418606
penthouse jr condominio en venta vista al  mar centro  punta bahia,14052349.6,226.0,3.0,3.0,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,62178.53805309734
norte condominio en venta vista al  mar centro  punta bahia,6318560.0,94.0,2.0,2.0,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,67218.72340425532
central condominio en venta vista al  mar centro  punta bahia,6443680.0,93.0,2.0,2.0,23.206339,-106.4284836,easybroker,2024-09-02 12:27:21.140990,mazatlan,69286.8817204301
casas en venta marina delfin mazatlan sinaloa,6132500.0,223.0,3.0,4.0,23.2972756,-106.4613702,easybroker,2024-09-02 12:27:21.140990,mazatlan,27500.0
modelo b2 vista a la ciudadcondominio en venta malecon torre alba,4646560.0,111.0,2.0,2.0,23.220991,-106.4226107,easybroker,2024-09-02 12:27:21.140990,mazatlan,41860.9009009009
modelo d vista a la ciudadcondominio en venta malecon torre alba,3950000.0,86.0,,2.0,23.220991,-106.4226107,easybroker,2024-09-02 12:27:21.140990,mazatlan,45930.232558139534
modelo b1 vista a la ciudadcondominio en venta malecon torre alba,4577670.0,109.0,2.0,2.0,23.220991,-106.4226107,easybroker,2024-09-02 12:27:21.140990,mazatlan,41996.97247706422
modelo b3 vista a la ciudad  condominio en venta malecon torre alba,4506290.0,107.0,2.0,2.0,23.220991,-106.4226107,easybroker,2024-09-02 12:27:21.140990,mazatlan,42114.85981308411
