oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun
condominios en venta en las gemelas playa sur,4.0,4.0,201.5,23.1931395,-106.4194464,2024-09-02 12:27:21.140990,easybroker,7650000.0,37965.26054590571,25012,25,012,Mazatlán
condos de lujo vida azul,,,,23.1956298,-106.4221513,2024-09-02 12:27:21.140990,easybroker,2736500.0,,25012,25,012,Mazatlán
casa cerro del ovispado,2.0,2.0,105.5,23.1933439,-106.4265408,2024-09-02 12:27:21.140990,easybroker,3600000.0,34123.22274881517,25012,25,012,Mazatlán
villa antigua tu departamento en el centro de mazatlan,2.0,2.0,,23.2012385,-106.4243297,2024-09-02 12:27:21.140990,easybroker,2088000.0,,25012,25,012,Mazatlán
vigia sky tower departamentos de lujo frente al mar,2.0,2.0,,23.2281826,-106.4300533,2024-09-02 12:27:21.140990,easybroker,6526800.0,,25012,25,012,Mazatlán
residencia magenta,2.0,2.0,,23.2219857,-106.4218904,2024-09-02 12:27:21.140990,easybroker,3222387.0,,25012,25,012,Mazatlán
casa en venta   punta diamante,4.0,3.0,320.0,23.2723639,-106.4563843,2024-09-02 12:27:21.140990,easybroker,8450000.0,26406.25,25012,25,012,Mazatlán
casa duplex en olimpica,2.0,2.0,140.0,23.2355157,-106.4105933,2024-09-02 12:27:21.140990,easybroker,1600000.0,11428.57142857143,25012,25,012,Mazatlán
casa en venta en hacienda del seminario,3.0,2.0,180.0,23.2866613,-106.4218302,2024-09-02 12:27:21.140990,easybroker,3850000.0,21388.88888888889,25012,25,012,Mazatlán
condominios en venta en el centro de mzt,2.0,2.0,91.0,23.1950423,-106.4217422,2024-09-02 12:27:21.140990,easybroker,2880000.0,31648.351648351647,25012,25,012,Mazatlán
departamento en venta,,,,23.3251538699,-106.4799214153,2024-09-02 12:27:21.140990,easybroker,3500000.0,,25012,25,012,Mazatlán
casa en pacifico hills,4.0,4.0,270.0,23.296652,-106.431015,2024-09-02 12:27:21.140990,easybroker,6300000.0,23333.33333333333,25012,25,012,Mazatlán
casa en constitucion,3.0,3.0,307.0,23.1989362,-106.4213379,2024-09-02 12:27:21.140990,easybroker,6500000.0,21172.638436482084,25012,25,012,Mazatlán
aura departamentos pre venta,2.0,2.0,,23.2152533,-106.4180751,2024-09-02 12:27:21.140990,easybroker,2830000.0,,25012,25,012,Mazatlán
haus 1846 pre venta,3.0,2.0,,23.1989362,-106.4213379,2024-09-02 12:27:21.140990,easybroker,4423850.0,,25012,25,012,Mazatlán
sun and sea living  preventa,3.0,3.0,,23.2991545,-106.4815048,2024-09-02 12:27:21.140990,easybroker,3189000.0,,25012,25,012,Mazatlán
departamento en coto mareta,2.0,2.0,,23.2911452,-106.4700084,2024-09-02 12:27:21.140990,easybroker,3300000.0,,25012,25,012,Mazatlán
departamento en ananta playa,,,,23.3204642367,-106.4782476474,2024-09-02 12:27:21.140990,easybroker,4500000.0,,25012,25,012,Mazatlán
penthouse en la torre de tokio,3.0,3.0,134.0,23.2514289,-106.4531024,2024-09-02 12:27:21.140990,easybroker,6000000.0,44776.119402985074,25012,25,012,Mazatlán
departamentos en preventa en mangata,,,50.0,23.2871197234,-106.4573907852,2024-09-02 12:27:21.140990,easybroker,4606900.0,92138.0,25012,25,012,Mazatlán
casa en venta en el cielo,4.0,3.0,362.0,23.2998348,-106.4749949,2024-09-02 12:27:21.140990,easybroker,12400000.0,34254.14364640884,25012,25,012,Mazatlán
departamentos en la marina mazatlan,,2.0,60.0,23.2773630997,-106.4652012548,2024-09-02 12:27:21.140990,easybroker,3251992.0,54199.86666666667,25012,25,012,Mazatlán
departamentos en qabu boutique living,,,40.46,23.2582617006,-106.4588927442,2024-09-02 12:27:21.140990,easybroker,2354000.0,58180.91942659416,25012,25,012,Mazatlán
condominio en venta en golden view 302,3.0,2.0,147.19,23.2496421,-106.4551039,2024-09-02 12:27:21.140990,easybroker,11500000.0,78130.3077654732,25012,25,012,Mazatlán
condominio en venta en punto reforma,2.0,2.0,99.5,23.2111075787,-106.4189708116,2024-09-02 12:27:21.140990,easybroker,4482715.0,45052.41206030151,25012,25,012,Mazatlán
condominio en venta en punto reforma,2.0,,49.6,23.2111075787,-106.4189815428,2024-09-02 12:27:21.140990,easybroker,2289692.0,46163.14516129032,25012,25,012,Mazatlán
condominio en venta en akkuun marina mazatlan,3.0,2.0,140.21,23.2774912216,-106.4652335644,2024-09-02 12:27:21.140990,easybroker,5838523.8,41641.27950930746,25012,25,012,Mazatlán
condominio en venta en akkuun,,,64.78,23.2775306437,-106.4651370049,2024-09-02 12:27:21.140990,easybroker,2896172.64,44707.82093238654,25012,25,012,Mazatlán
casa en venta valles del ejido,3.0,2.0,120.0,23.2675809,-106.4006312,2024-09-02 12:27:21.140990,easybroker,1980000.0,16500.0,25012,25,012,Mazatlán
departamento en preventa en la marina mazatlan sinaloa,2.0,2.0,100.0,23.2747317,-106.4592768,2024-09-02 12:27:21.140990,easybroker,5330000.0,53300.0,25012,25,012,Mazatlán
departamento en venta almarena torre alcatraz 202 mazatlan sinaloa,2.0,,65.0,23.3031032726,-106.4781403542,2024-09-02 12:27:21.140990,easybroker,3100000.0,47692.307692307695,25012,25,012,Mazatlán
ackuun marina mazatlan,,,39.6,23.2819956,-106.4663267,2024-09-02 12:27:21.140990,easybroker,2802399.3,70767.65909090909,25012,25,012,Mazatlán
sevilla mia,,,,23.2628887,-106.453725,2024-09-02 12:27:21.140990,easybroker,6614920.0,,25012,25,012,Mazatlán
espectacular casa en mazatlan 13500000 pesos,5.0,4.0,422.0,23.2839661455,-106.4510822296,2024-09-02 12:27:21.140990,easybroker,13500000.0,31990.52132701422,25012,25,012,Mazatlán
casa paraiso marina,4.0,3.0,310.0,23.2815448,-106.4563298,2024-09-02 12:27:21.140990,easybroker,9800000.0,31612.90322580645,25012,25,012,Mazatlán
a unos pasos del mar,3.0,3.0,,23.2947003,-106.4714578,2024-09-02 12:27:21.140990,easybroker,7000000.0,,25012,25,012,Mazatlán
casa en venta,3.0,3.0,,23.1966992,-106.4247396,2024-09-02 12:27:21.140990,easybroker,11779809.999999998,,25012,25,012,Mazatlán
casa en venta en jabalies,4.0,3.0,180.0,23.2536168,-106.4135255,2024-09-02 12:27:21.140990,easybroker,2145000.0,11916.666666666666,25012,25,012,Mazatlán
condominio en venta en the one tower,2.0,2.0,102.6,23.2325231,-106.434941,2024-09-02 12:27:21.140990,easybroker,5499000.0,53596.491228070176,25012,25,012,Mazatlán
departamento en venta,2.0,2.0,102.0,23.2759209,-106.4666839,2024-09-02 12:27:21.140990,easybroker,5500000.0,53921.56862745098,25012,25,012,Mazatlán
casa en venta en campestre campina del lago,2.0,3.0,258.0,23.2461371015,-106.2670609136,2024-09-02 12:27:21.140990,easybroker,4300000.0,16666.666666666668,25012,25,012,Mazatlán
casa en venta,3.0,3.0,165.0,23.2283803,-106.4191135,2024-09-02 12:27:21.140990,easybroker,3100000.0,18787.878787878788,25012,25,012,Mazatlán
casa en venta,2.0,2.0,142.35,23.1962253,-106.4225304,2024-09-02 12:27:21.140990,easybroker,4454550.0,31292.939936775558,25012,25,012,Mazatlán
condominio en preventa en toram club de playa,2.0,2.0,109.0,23.3238386253,-106.4755104955,2024-09-02 12:27:21.140990,easybroker,9830000.0,90183.4862385321,25012,25,012,Mazatlán
condominio en preventa en toram,3.0,3.0,166.72,23.2909433365,-106.4394950915,2024-09-02 12:27:21.140990,easybroker,7248705.88,43478.32221689059,25012,25,012,Mazatlán
condominio en venta en toram,2.0,,69.0,23.2906674093,-106.4393234302,2024-09-02 12:27:21.140990,easybroker,3551470.5,51470.586956521736,25012,25,012,Mazatlán
condominio en venta en toram,2.0,,66.0,23.2904703182,-106.4394092604,2024-09-02 12:27:21.140990,easybroker,2964705.88,44919.78606060606,25012,25,012,Mazatlán
departamento en venta frente al malecon de mazatlan,2.0,,81.14,23.2134504,-106.421072,2024-09-02 12:27:21.140990,easybroker,5100000.0,62854.325856544245,25012,25,012,Mazatlán
condominio en venta en camino al mar,3.0,3.0,416.96,23.2457230713,-106.4536249646,2024-09-02 12:27:21.140990,easybroker,27000000.0,64754.412893323104,25012,25,012,Mazatlán
casa en venta con alberca en altabrisa,3.0,3.0,293.0,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,6700000.0,22866.894197952217,25012,25,012,Mazatlán
departamento en venta torre aloe en residencial los cardones,2.0,,,23.2708473,-106.4576718,2024-09-02 12:27:21.140990,easybroker,1750000.0,,25012,25,012,Mazatlán
departamento  en mallorca condo boutique 106,2.0,2.0,88.87,23.2634217138,-106.460904479,2024-09-02 12:27:21.140990,easybroker,3200000.0,36007.65162597052,25012,25,012,Mazatlán
departamento en venta ferrara pacific mazatlan sinaloa,2.0,2.0,90.0,23.2625511,-106.4653765,2024-09-02 12:27:21.140990,easybroker,4995000.0,55500.0,25012,25,012,Mazatlán
condominio en preventa en rosarito beach,2.0,2.0,86.19,23.1945829,-106.4203218,2024-09-02 12:27:21.140990,easybroker,3000000.0,34806.82213713888,25012,25,012,Mazatlán
departamento en venta aura mazatlan sinaloa,2.0,,71.0,23.2152533,-106.4180751,2024-09-02 12:27:21.140990,easybroker,3200000.0,45070.42253521127,25012,25,012,Mazatlán
downtown condos  presale,,,,23.20074,-106.4203768,2024-09-02 12:27:21.140990,easybroker,2320000.0,,25012,25,012,Mazatlán
playa hermosa  preventa,,,,23.1910853,-106.4208587,2024-09-02 12:27:21.140990,easybroker,2086560.0,,25012,25,012,Mazatlán
departamento en venta torre arvo mazatlan sinaloa,,,52.0,23.2546508,-106.4332208,2024-09-02 12:27:21.140990,easybroker,1613935.0,31037.21153846154,25012,25,012,Mazatlán
oasis  preventa,,,,23.3134849,-106.4772934,2024-09-02 12:27:21.140990,easybroker,3502365.0,,25012,25,012,Mazatlán
departamentos en venta en mazatlan a unos metros del mar,,,43.59,23.2443491,-106.4450042,2024-09-02 12:27:21.140990,easybroker,2352875.0,53977.40307409956,25012,25,012,Mazatlán
exclusivos departamentos en venta en una de las mejores areas de mazatlan,,,55.86,23.2415547,-106.4471462,2024-09-02 12:27:21.140990,easybroker,2580000.0,46186.89581095596,25012,25,012,Mazatlán
casa en venta en marina kelly,3.0,3.0,203.59,23.2891388,-106.4695134,2024-09-02 12:27:21.140990,easybroker,9008090.0,44246.23016847586,25012,25,012,Mazatlán
casa en venta  con excelente precio en villas de rey,3.0,2.0,175.0,23.2469691,-106.3976477,2024-09-02 12:27:21.140990,easybroker,2300000.0,13142.857142857143,25012,25,012,Mazatlán
espaciosos departamentos en la colonia lopez mateos,2.0,2.0,88.0,23.2401518,-106.4266507,2024-09-02 12:27:21.140990,easybroker,2250000.0,25568.18181818182,25012,25,012,Mazatlán
casa en venta en mazatlan sinaloa,4.0,5.0,390.0,23.2745543,-106.4475122,2024-09-02 12:27:21.140990,easybroker,11000000.0,28205.128205128207,25012,25,012,Mazatlán
departamento en venta en el centro historico de mazatlan,,,57.0,23.2073969,-106.4255244,2024-09-02 12:27:21.140990,easybroker,4295000.0,75350.87719298246,25012,25,012,Mazatlán
departamento amueblado en venta en fraccionamiento alameda,2.0,,80.0,23.2959726,-106.4347101,2024-09-02 12:27:21.140990,easybroker,2250000.0,28125.0,25012,25,012,Mazatlán
casa en venta sonterra residencial,3.0,2.0,270.0,23.2980674,-106.429527,2024-09-02 12:27:21.140990,easybroker,6500000.0,24074.074074074077,25012,25,012,Mazatlán
1681 vivar del cid,,,656.68,23.2661844814,-106.4503140446,2024-09-02 12:27:21.140990,easybroker,11700855.576,17818.2,25012,25,012,Mazatlán
venta de departamentos en mazatlan  equipados con vista al mar  en litoral,3.0,3.0,183.0,23.2066219,-106.4278887,2024-09-02 12:27:21.140990,easybroker,4872000.0,26622.950819672133,25012,25,012,Mazatlán
departamento en venta torre malia mazatlan,2.0,,97.71,23.2842802,-106.4656791,2024-09-02 12:27:21.140990,easybroker,5142599.0,52631.24552246444,25012,25,012,Mazatlán
casa en venta en playa sur,4.0,3.0,190.0,23.193217,-106.4229901,2024-09-02 12:27:21.140990,easybroker,6450000.0,33947.36842105263,25012,25,012,Mazatlán
casa en venta en sonterra i  de  4 recamaras,4.0,3.0,210.0,23.296697,-106.434527,2024-09-02 12:27:21.140990,easybroker,5336000.0,25409.52380952381,25012,25,012,Mazatlán
departamentos modelo d en zafira condos residenciales precio inicial,,,70.4,23.2578077,-106.4606011,2024-09-02 12:27:21.140990,easybroker,3767030.0,53508.94886363636,25012,25,012,Mazatlán
departamentos modelo c en zafira condos residenciales precio inicial,2.0,2.0,83.6,23.2578077,-106.4606011,2024-09-02 12:27:21.140990,easybroker,3767030.0,45060.16746411484,25012,25,012,Mazatlán
departamentos modelo b en zafira condos residenciales precio inicial,2.0,2.0,83.7,23.2578077,-106.4606011,2024-09-02 12:27:21.140990,easybroker,3767030.0,45006.3321385902,25012,25,012,Mazatlán
departamentos modelo a en zafira condos residenciales precio inicial,2.0,2.0,86.7,23.2578077,-106.4606011,2024-09-02 12:27:21.140990,easybroker,3767030.0,43449.01960784313,25012,25,012,Mazatlán
deptos. en venta en mazatlan en salvia habitat ultimas dos unidades,,,49.0,23.2641221,-106.459154,2024-09-02 12:27:21.140990,easybroker,2400000.0,48979.5918367347,25012,25,012,Mazatlán
condominios frente a la playa de mazatlan cerca de centro historico,2.0,2.0,132.0,23.206399139,-106.4284068439,2024-09-02 12:27:21.140990,easybroker,7000000.0,53030.30303030303,25012,25,012,Mazatlán
departamentos en venta en mazatlan a dos cuadras de la playa,2.0,,48.0,23.2194039,-106.4207647,2024-09-02 12:27:21.140990,easybroker,2050000.0,42708.333333333336,25012,25,012,Mazatlán
venta de deptos. en mazatlan equipados con vista al mar en litoral,3.0,3.0,183.0,23.2066091,-106.4278892,2024-09-02 12:27:21.140990,easybroker,4401000.0,24049.180327868853,25012,25,012,Mazatlán
venta de deptos tipo loft en mazatlan totalmente equipados,,,64.1,23.2175555,-106.419587,2024-09-02 12:27:21.140990,easybroker,2489625.0,38839.70358814353,25012,25,012,Mazatlán
deptos. en mazatlan midtown residential condos corazon zona dorada,2.0,,80.0,23.2437711975,-106.4499665489,2024-09-02 12:27:21.140990,easybroker,3509451.0,43868.1375,25012,25,012,Mazatlán
departamentos en venta mazatlan torres de cataluna marina,2.0,2.0,120.0,23.276752055,-106.4648580198,2024-09-02 12:27:21.140990,easybroker,2660000.0,22166.666666666668,25012,25,012,Mazatlán
casa en venta   fraccionamiento maralto  vista al mar desde tu terraza,3.0,3.0,270.0,23.2867887545,-106.4665573493,2024-09-02 12:27:21.140990,easybroker,9800000.0,36296.2962962963,25012,25,012,Mazatlán
departamentos en venta en mazatlan sunset sabalo precio desde,2.0,2.0,90.0,23.2635796,-106.462567,2024-09-02 12:27:21.140990,easybroker,2357781.0,26197.566666666666,25012,25,012,Mazatlán
deptos en venta mazatlan frente al malecon la torre negra del mar,,,50.0,23.2349329,-106.4379599,2024-09-02 12:27:21.140990,easybroker,2800000.0,56000.0,25012,25,012,Mazatlán
departamentos de venta en mazatlan a 3 cuadras del malecon,2.0,2.0,80.5,23.2196392,-106.4197455,2024-09-02 12:27:21.140990,easybroker,3225820.0,40072.298136645964,25012,25,012,Mazatlán
departamentos de lujo a pie de playa en mazatlan de 47m2,2.0,2.0,47.0,23.2748852,-106.4661581,2024-09-02 12:27:21.140990,easybroker,4310000.0,91702.12765957449,25012,25,012,Mazatlán
casas en venta en mazatlan soles residencial,3.0,3.0,220.0,23.2961464273,-106.4774324826,2024-09-02 12:27:21.140990,easybroker,7500000.0,34090.90909090909,25012,25,012,Mazatlán
departamentos en venta en mazatlan con laguna y playa artificial,2.0,2.0,73.0,23.2877867,-106.4435232,2024-09-02 12:27:21.140990,easybroker,4200000.0,57534.24657534246,25012,25,012,Mazatlán
casa en venta en mazatlan en fracionamiento puerta al mar,5.0,4.0,510.0,23.2765658,-106.4537369,2024-09-02 12:27:21.140990,easybroker,16000000.0,31372.549019607843,25012,25,012,Mazatlán
casa paraiso en venta en el cid vivar mazatlan,5.0,4.0,510.0,23.2643029886,-106.4492967344,2024-09-02 12:27:21.140990,easybroker,26000000.0,50980.39215686275,25012,25,012,Mazatlán
deptos. en venta en mazatlan en zona dorada a  100 metros de la playa,2.0,2.0,70.0,23.260774261,-106.4593174715,2024-09-02 12:27:21.140990,easybroker,3756984.0,53671.2,25012,25,012,Mazatlán
departamentos en venta en mazatlan arcangel distrito residencial,2.0,2.0,50.0,23.2671326599,-106.4040899191,2024-09-02 12:27:21.140990,easybroker,1400000.0,28000.0,25012,25,012,Mazatlán
casa en venta en mazatlan en fracc. paraiso marina con alberca,4.0,4.0,334.9,23.2728886109,-106.4497944864,2024-09-02 12:27:21.140990,easybroker,9800000.0,29262.466407882952,25012,25,012,Mazatlán
departamientos de lujo a pie de playa en mazatlan,2.0,2.0,133.0,23.2748852,-106.4661581,2024-09-02 12:27:21.140990,easybroker,4545000.0,34172.93233082707,25012,25,012,Mazatlán
departamentos en venta en mazatlan tipo loft con vista parque central,,,50.5,23.2325328,-106.434951,2024-09-02 12:27:21.140990,easybroker,2996000.0,59326.732673267325,25012,25,012,Mazatlán
departamentos en venta en mazatlan a dos cuadras de la playa,2.0,2.0,73.0,23.2165177,-106.4194181,2024-09-02 12:27:21.140990,easybroker,2485000.0,34041.09589041096,25012,25,012,Mazatlán
casa en venta en mazatlan fraccionamiento maralto frente alberca,3.0,3.0,330.0,23.2973289196,-106.4800074594,2024-09-02 12:27:21.140990,easybroker,8200000.0,24848.484848484848,25012,25,012,Mazatlán
condominio en venta en torres navia,2.0,2.0,97.0,23.2837678,-106.4449038,2024-09-02 12:27:21.140990,easybroker,3900000.0,40206.18556701031,25012,25,012,Mazatlán
departamento ferrara vacacional en venta,,,,23.2654136,-106.4635629,2024-09-02 12:27:21.140990,easybroker,2900000.0,,25012,25,012,Mazatlán
departamento con vista a marina mazatlan,3.0,3.0,250.0,23.2708473,-106.4576718,2024-09-02 12:27:21.140990,easybroker,6929299.999999999,27717.2,25012,25,012,Mazatlán
condominio en venta en la ventanna,3.0,2.0,191.0,23.2768210441,-106.4667677958,2024-09-02 12:27:21.140990,easybroker,8707160.399999999,45587.22722513088,25012,25,012,Mazatlán
casa en venta en real del valle,3.0,2.0,99.0,23.2822822,-106.4296302,2024-09-02 12:27:21.140990,easybroker,3900000.0,39393.93939393939,25012,25,012,Mazatlán
departamentos en casa haus mazatlan,3.0,,69.0,23.1975272,-106.4268773,2024-09-02 12:27:21.140990,easybroker,4423850.0,64113.76811594203,25012,25,012,Mazatlán
residencial pacifico hills casa en venta,3.0,2.0,119.0,23.2733783,-106.4305438,2024-09-02 12:27:21.140990,easybroker,4865000.0,40882.35294117647,25012,25,012,Mazatlán
departamenos en venta mangata,2.0,,110.0,23.288918,-106.4586089,2024-09-02 12:27:21.140990,easybroker,4938000.0,44890.90909090909,25012,25,012,Mazatlán
departamento en venta en punta del sol sea  sand living mazatlan,,,42.5,23.3206611,-106.478649,2024-09-02 12:27:21.140990,easybroker,3560426.0,83774.72941176471,25012,25,012,Mazatlán
departamento en venta oasis ananta,2.0,,96.0,23.3134849,-106.4772934,2024-09-02 12:27:21.140990,easybroker,5665590.0,59016.5625,25012,25,012,Mazatlán
departamento amueblado en camino al mar,2.0,2.0,170.0,23.2455407005,-106.4541184899,2024-09-02 12:27:21.140990,easybroker,11000000.0,64705.882352941175,25012,25,012,Mazatlán
hermosa residencia en el cid con finos acabados,3.0,4.0,356.0,23.2505174,-106.4460164,2024-09-02 12:27:21.140990,easybroker,10700000.0,30056.1797752809,25012,25,012,Mazatlán
departamentos en preventa nuevo mazatlan,2.0,2.0,108.12,23.3069369,-106.4817315,2024-09-02 12:27:21.140990,easybroker,5934042.0,54883.8512763596,25012,25,012,Mazatlán
venta casa en fracc. mediterraneo privado exclusiva zona de la marina,3.0,3.0,169.5,23.2737635,-106.4455701,2024-09-02 12:27:21.140990,easybroker,5500000.0,32448.377581120945,25012,25,012,Mazatlán
venta casa en col. valles de ejido nueva construccion,2.0,,85.0,23.277658,-106.403782,2024-09-02 12:27:21.140990,easybroker,1300000.0,15294.117647058823,25012,25,012,Mazatlán
hermosa casa en venta en la marina mazatlan,3.0,3.0,180.0,23.2814141,-106.4682253,2024-09-02 12:27:21.140990,easybroker,5100000.0,28333.33333333333,25012,25,012,Mazatlán
casa en venta en ferrara pacific city mazatlan,3.0,3.0,144.0,23.2658585,-106.4619141,2024-09-02 12:27:21.140990,easybroker,6800000.0,47222.22222222222,25012,25,012,Mazatlán
casa en venta en ferrara pacific city mazatlan,2.0,2.0,105.0,23.2658585,-106.4619141,2024-09-02 12:27:21.140990,easybroker,4350000.0,41428.57142857143,25012,25,012,Mazatlán
casa en venta en ferrara pacific city mazatlan,2.0,2.0,85.0,23.2658585,-106.4619141,2024-09-02 12:27:21.140990,easybroker,3700000.0,43529.41176470588,25012,25,012,Mazatlán
