oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun
departamento en venta en tercer nivel  en real del valle  totalmente equipado,2.0,2.0,78.0,23.2849516466,-106.4269959479,2024-09-02 12:27:21.140990,easybroker,2550000.0,32692.30769230769,25012,25,012,Mazatlán
departamento en venta  en segunda plantaen real del valle  totalmente equipado,2.0,2.0,78.0,23.2849417916,-106.4270281792,2024-09-02 12:27:21.140990,easybroker,2650000.0,33974.35897435898,25012,25,012,Mazatlán
departamento en venta camino al mar mazatlan sinaloa,3.0,2.0,180.64,23.245821,-106.4536086,2024-09-02 12:27:21.140990,easybroker,13800000.0,76395.03985828167,25012,25,012,Mazatlán
departamento en un modern living,2.0,2.0,64.0,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,2995000.0,46796.875,25012,25,012,Mazatlán
departamentos en preventa mazatlan,2.0,2.0,64.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,2955000.0,46171.875,25012,25,012,Mazatlán
penthouses  en preventa mazatlan,3.0,3.0,91.26,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,4255000.0,46625.02739425816,25012,25,012,Mazatlán
casa en el centro de mazatlan,7.0,7.0,360.0,23.2000783,-106.4265985,2024-09-02 12:27:21.140990,easybroker,4900000.0,13611.111111111111,25012,25,012,Mazatlán
casa en venta el cid mazatlan sinaloa,3.0,3.0,262.94,23.2640125,-106.458749,2024-09-02 12:27:21.140990,easybroker,10990000.0,41796.60759108542,25012,25,012,Mazatlán
venta casa en mazatlan en el cid,4.0,3.0,700.0,23.2552777,-106.4508938,2024-09-02 12:27:21.140990,easybroker,16950000.0,24214.285714285717,25012,25,012,Mazatlán
departamentos en venta flamingos 407 mazatlan sinaloa,,,47.8,23.2171106,-106.4182516,2024-09-02 12:27:21.140990,easybroker,1990000.0,41631.79916317992,25012,25,012,Mazatlán
casas en venta,2.0,2.0,120.0,23.2511913,-106.3936766,2024-09-02 12:27:21.140990,easybroker,1990000.0,16583.333333333332,25012,25,012,Mazatlán
increible casa en venta marina campo de golf,5.0,5.0,690.0,23.295924,-106.4678881,2024-09-02 12:27:21.140990,easybroker,16500000.0,23913.043478260868,25012,25,012,Mazatlán
espectacular casa en marina campo de golf  modelo  cuarzo,5.0,5.0,700.0,23.295924,-106.4678881,2024-09-02 12:27:21.140990,easybroker,16500000.0,23571.42857142857,25012,25,012,Mazatlán
departamento las perlas vista a la calle en alameda mazatlan,2.0,2.0,71.0,23.2414457,-106.4383787,2024-09-02 12:27:21.140990,easybroker,2400000.0,33802.81690140845,25012,25,012,Mazatlán
casa en preventa en recidencial el cid con alberca,6.0,6.0,692.4,23.2552777,-106.4508938,2024-09-02 12:27:21.140990,easybroker,35000000.0,50548.815713460426,25012,25,012,Mazatlán
departamento escenica clausen living en olas altas,2.0,2.0,115.0,23.2067931,-106.4283731,2024-09-02 12:27:21.140990,easybroker,6243480.0,54291.13043478261,25012,25,012,Mazatlán
casa veredas modelo nogal,3.0,2.0,152.0,23.3122806,-106.4250259,2024-09-02 12:27:21.140990,easybroker,2309000.0,15190.78947368421,25012,25,012,Mazatlán
departamentos imperia frente al mar,2.0,2.0,112.5,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,6619000.0,58835.55555555556,25012,25,012,Mazatlán
el encanto perla del pacifico depto tipo 5,2.0,2.0,75.0,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,4140000.0,55200.0,25012,25,012,Mazatlán
bateria en marina mazatlan,2.0,2.0,87.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,3188228.0,36646.29885057471,25012,25,012,Mazatlán
boca de mar  condominio crucero,,2.0,98.0,23.2066219,-106.4278887,2024-09-02 12:27:21.140990,easybroker,5450000.0,55612.24489795919,25012,25,012,Mazatlán
akoya sky living condominio modelo c y c1,2.0,2.0,123.2,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,6351036.0,51550.61688311688,25012,25,012,Mazatlán
villas del lago eco campestre picachos,,,500.0,23.2868503,-106.3946738,2024-09-02 12:27:21.140990,easybroker,325000.0,650.0,25012,25,012,Mazatlán
departamento frente al mar torre 3 h modelo  monaco,2.0,2.0,103.4,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,5636300.0,54509.671179883946,25012,25,012,Mazatlán
departamento vist al mar artemisa mod 04,2.0,2.0,133.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,7710000.0,57969.92481203008,25012,25,012,Mazatlán
preventa lomas departamentos mod 204304,2.0,2.0,98.0,23.2443491,-106.4450042,2024-09-02 12:27:21.140990,easybroker,2997937.5,30591.19897959184,25012,25,012,Mazatlán
akoya sky living condominio modelo b,2.0,2.0,132.5,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,7143082.37,53910.05562264152,25012,25,012,Mazatlán
departamento con vista al mar  artemisa mod 03,2.0,2.0,137.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,7610000.0,55547.44525547445,25012,25,012,Mazatlán
departamentos san lorenzo garden  condos mod 103 m2,2.0,2.0,103.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,2850650.0,27676.21359223301,25012,25,012,Mazatlán
departamentos  san lorenzo garden   condos mod 118 m2,2.0,2.0,118.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,3075000.0,26059.322033898305,25012,25,012,Mazatlán
residencial bahia marina  frente al area comun,,,270.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,1924365.6,7127.28,25012,25,012,Mazatlán
privada barcelona mod b,5.0,5.0,300.0,23.2552777,-106.4508938,2024-09-02 12:27:21.140990,easybroker,8546500.0,28488.33333333333,25012,25,012,Mazatlán
departamentos en venta tower life mod 73 m2,2.0,2.0,73.1,23.2606716,-106.4334064,2024-09-02 12:27:21.140990,easybroker,1510400.0,20662.10670314637,25012,25,012,Mazatlán
makeva condominios modelo penthouse,3.0,2.0,126.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,3695000.0,29325.396825396827,25012,25,012,Mazatlán
makeva condominios modelo 3,2.0,2.0,78.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,2475000.0,31730.76923076923,25012,25,012,Mazatlán
makeva condominios modelo 2,2.0,,63.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,2145000.0,34047.619047619046,25012,25,012,Mazatlán
penthouse modelo pacific pearl tower,3.0,2.0,234.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,17800000.0,76068.37606837606,25012,25,012,Mazatlán
pacific pearl tower modelo loft,,,65.4,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,3490000.0,53363.91437308868,25012,25,012,Mazatlán
casa premium en residencial soles en mazatlan,3.0,3.0,229.0,23.2989814,-106.4783346,2024-09-02 12:27:21.140990,easybroker,5600000.0,24454.14847161572,25012,25,012,Mazatlán
makeva condominios modelo 7 de 92 m2 con vista al mar,2.0,2.0,92.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,2895000.0,31467.391304347828,25012,25,012,Mazatlán
makeva condominios modelo 4,2.0,2.0,92.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,2895000.0,31467.391304347828,25012,25,012,Mazatlán
departamento en venta tipo loft en lomas de mazatlan,,,40.3,23.2443491,-106.4450042,2024-09-02 12:27:21.140990,easybroker,1700000.0,42183.62282878412,25012,25,012,Mazatlán
departamento las perlas en alameda vista al parque,2.0,2.0,71.0,23.2414457,-106.4383787,2024-09-02 12:27:21.140990,easybroker,2400000.0,33802.81690140845,25012,25,012,Mazatlán
departamento puerto viejo en playa sur mazatlan,2.0,2.0,82.0,23.1919551,-106.4214477,2024-09-02 12:27:21.140990,easybroker,2470000.0,30121.951219512197,25012,25,012,Mazatlán
departamento cardones modelo c marina mazatlan,2.0,2.0,,23.2841948,-106.4301602,2024-09-02 12:27:21.140990,easybroker,2315000.0,,25012,25,012,Mazatlán
departamento cataluna  marina mazatlan,2.0,2.0,120.0,23.2626843,-106.4626734,2024-09-02 12:27:21.140990,easybroker,5249000.0,43741.66666666666,25012,25,012,Mazatlán
cataluna penthouse de lujo marina mazatlan,4.0,4.0,210.0,23.2841948,-106.4301602,2024-09-02 12:27:21.140990,easybroker,13500000.0,64285.71428571428,25012,25,012,Mazatlán
ciudadela barrio siena,,,136.0,23.3048952,-106.4855562,2024-09-02 12:27:21.140990,easybroker,697680.0,5130.0,25012,25,012,Mazatlán
departamentos en venta la perla ideal para renta vacacional,,,45.0,23.2620868,-106.4618827,2024-09-02 12:27:21.140990,easybroker,1968000.0,43733.333333333336,25012,25,012,Mazatlán
departamento en venta en centro historico,,,71.0,23.1962253,-106.4225304,2024-09-02 12:27:21.140990,easybroker,3295000.0,46408.45070422535,25012,25,012,Mazatlán
departamentos encanto toreo,2.0,,,23.2484633,-106.4384749,2024-09-02 12:27:21.140990,easybroker,3128000.0,,25012,25,012,Mazatlán
espectacular casa en altabrisa en venta de 4 recamaras,4.0,3.0,249.0,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,5200000.0,20883.534136546183,25012,25,012,Mazatlán
bella casa en venta coto 7  real del valle,3.0,2.0,162.0,23.2804851,-106.4291533,2024-09-02 12:27:21.140990,easybroker,3850000.0,23765.432098765432,25012,25,012,Mazatlán
casa en venta sonterra 4 recamaras bellisima,4.0,3.0,173.0,23.2962306,-106.4348121,2024-09-02 12:27:21.140990,easybroker,4250000.0,24566.473988439306,25012,25,012,Mazatlán
casa en venta rincon real,3.0,2.0,75.0,23.2398874,-106.3829808,2024-09-02 12:27:21.140990,easybroker,1170000.0,15600.0,25012,25,012,Mazatlán
departamento de lujo en marina campo de golf,2.0,2.0,80.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,3094000.0,38675.0,25012,25,012,Mazatlán
espectacular villa en marina campo de golf,3.0,3.0,288.3,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,10965375.0,38034.59937565036,25012,25,012,Mazatlán
departamento a 3 cuadras de malecon de mazatlan,2.0,2.0,64.0,23.2210229,-106.4205456,2024-09-02 12:27:21.140990,easybroker,2355000.0,36796.875,25012,25,012,Mazatlán
departamentos cordelier en venta a 3 cuadras del malecon de mazatlan,2.0,2.0,80.5,23.2196392,-106.4197455,2024-09-02 12:27:21.140990,easybroker,2285499.0,28391.29192546584,25012,25,012,Mazatlán
departamentos  maraka  cerca a  zona dorada av tiburon,,2.0,78.57,23.259742,-106.4591467,2024-09-02 12:27:21.140990,easybroker,3243846.0,41286.063382970606,25012,25,012,Mazatlán
departamentos en venta en real del valle mazatlan excelente ubicacion en avenida,2.0,2.0,67.0,23.2812822,-106.4306302,2024-09-02 12:27:21.140990,easybroker,1913720.0,28562.985074626864,25012,25,012,Mazatlán
departamentos de lujo a 3 minutos de la playa enfrente de pueblo bonito mazatlan,2.0,2.0,80.0,23.2590317,-106.4625775,2024-09-02 12:27:21.140990,easybroker,2866228.0,35827.85,25012,25,012,Mazatlán
departamentos en venta zona dorada mazatlan gaviotas,2.0,2.0,60.0,23.247252,-106.45163,2024-09-02 12:27:21.140990,easybroker,2800000.0,46666.66666666666,25012,25,012,Mazatlán
departamentos en venta cerro del vigia mazatlan,2.0,2.0,94.0,23.1892376,-106.4266004,2024-09-02 12:27:21.140990,easybroker,3290000.0,35000.0,25012,25,012,Mazatlán
gaia towers  bellos departamentos cerca de malecon,2.0,2.0,57.0,23.2248175,-106.4231518,2024-09-02 12:27:21.140990,easybroker,2120000.0,37192.98245614035,25012,25,012,Mazatlán
espectaculares departamentos talisman en venta  frente al mar de mazatlan,2.0,2.0,65.0,23.2215262,-106.4234542,2024-09-02 12:27:21.140990,easybroker,3346400.0,51483.07692307692,25012,25,012,Mazatlán
departamentos playa norte en venta en mazatlan con vista al mar  y a la playa no,2.0,2.0,42.0,23.2073969,-106.4255244,2024-09-02 12:27:21.140990,easybroker,2288000.0,54476.19047619047,25012,25,012,Mazatlán
departamentos amatista tower en venta en sabalo country mazatlan,2.0,2.0,56.0,23.2631137,-106.4608453,2024-09-02 12:27:21.140990,easybroker,2191297.0,39130.30357142857,25012,25,012,Mazatlán
departamentos en venta en mazatlan a 3 cuadras del malecon y playa zona reforma,2.0,2.0,40.0,23.2137411,-106.4185271,2024-09-02 12:27:21.140990,easybroker,1424300.0,35607.5,25012,25,012,Mazatlán
departamento en venta en mazatlan a 2 cuadras del malecon y playa,2.0,2.0,77.0,23.2216507,-106.4217335,2024-09-02 12:27:21.140990,easybroker,2844000.0,36935.06493506493,25012,25,012,Mazatlán
espectacular departamento  de lujo litoral frente al mar de mazatlan en malecon,,,70.0,23.2154516,-106.421467,2024-09-02 12:27:21.140990,easybroker,4401000.0,62871.42857142857,25012,25,012,Mazatlán
departamento en venta torre alba a unos metros del malecon y playa,2.0,2.0,110.0,23.2545968,-106.4118611,2024-09-02 12:27:21.140990,easybroker,3650000.0,33181.818181818184,25012,25,012,Mazatlán
casa en venta delfin residencial en marina 4 recamaras modelo zoe,4.0,4.0,228.0,23.2929564,-106.4564725,2024-09-02 12:27:21.140990,easybroker,6270000.0,27500.0,25012,25,012,Mazatlán
casa en venta en el delfin residencial de 4 recamaras,4.0,3.0,227.0,23.2929564,-106.4564725,2024-09-02 12:27:21.140990,easybroker,6242500.0,27500.0,25012,25,012,Mazatlán
departamento en venta aitana a 3 cuadras de la playa y malecon,,,55.0,23.2011434,-106.4253099,2024-09-02 12:27:21.140990,easybroker,2176000.0,39563.63636363636,25012,25,012,Mazatlán
espectacular casa en venta paraiso marina,4.0,4.0,283.0,23.3048952,-106.4855562,2024-09-02 12:27:21.140990,easybroker,8950000.0,31625.441696113077,25012,25,012,Mazatlán
casa en venta camila hills en nuevo mazatlan,3.0,2.0,118.0,23.3122806,-106.4250259,2024-09-02 12:27:21.140990,easybroker,2474000.0,20966.10169491525,25012,25,012,Mazatlán
casa en venta en mediterraneo residencial.,3.0,3.0,169.5,23.2693983,-106.4472128,2024-09-02 12:27:21.140990,easybroker,5800000.0,34218.28908554572,25012,25,012,Mazatlán
casa en venta  de 4 recamaras en residencial el delfin en marina mazatlan,4.0,3.0,153.8,23.2929564,-106.4564725,2024-09-02 12:27:21.140990,easybroker,7295000.0,47431.72951885565,25012,25,012,Mazatlán
casa en venta en delfin residencial  de 4 recamaras mod lia,4.0,4.0,226.0,23.2929564,-106.4564725,2024-09-02 12:27:21.140990,easybroker,6215000.0,27500.0,25012,25,012,Mazatlán
casa en venta delfin residencial 4 recamaras mod amaia,4.0,3.0,223.0,23.2929564,-106.4564725,2024-09-02 12:27:21.140990,easybroker,6132500.0,27500.0,25012,25,012,Mazatlán
casa en venta de 4 recamaras en sonterra,4.0,3.0,188.0,23.2962306,-106.4348121,2024-09-02 12:27:21.140990,easybroker,4512000.0,24000.0,25012,25,012,Mazatlán
casa en venta de 4 recamaras en sonterra modelo victoria,4.0,3.0,210.0,23.2962306,-106.4348121,2024-09-02 12:27:21.140990,easybroker,5040000.0,24000.0,25012,25,012,Mazatlán
villas cerritos campestre a la venta,2.0,2.0,120.0,23.2511913,-106.3936766,2024-09-02 12:27:21.140990,easybroker,1990000.0,16583.333333333332,25012,25,012,Mazatlán
departamento en venta condesa residencial a una cuadra de la playa,2.0,2.0,80.0,23.2631049,-106.4641751,2024-09-02 12:27:21.140990,easybroker,3800000.0,47500.0,25012,25,012,Mazatlán
espectacular casa en maralto residencial en venta,3.0,3.0,330.0,23.2840557,-106.4692099,2024-09-02 12:27:21.140990,easybroker,8200000.0,24848.484848484848,25012,25,012,Mazatlán
casa en venta 4 recamaras sonterra residencial mod alma,4.0,3.0,210.0,23.2962306,-106.4348121,2024-09-02 12:27:21.140990,easybroker,5280000.0,25142.85714285714,25012,25,012,Mazatlán
casa en venta 4 recamaras en sonterra mod ilse,4.0,3.0,188.0,23.2962306,-106.4348121,2024-09-02 12:27:21.140990,easybroker,4512000.0,24000.0,25012,25,012,Mazatlán
casa en venta sonterra de 4 recamararas mod lucia,4.0,3.0,210.0,23.2962306,-106.4348121,2024-09-02 12:27:21.140990,easybroker,5040000.0,24000.0,25012,25,012,Mazatlán
casa en venta en marina campo de golf con alberca,4.0,4.0,460.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,24000000.0,52173.91304347826,25012,25,012,Mazatlán
hermosa casa en venta en puerta al mar,4.0,4.0,510.0,23.2775658,-106.4527369,2024-09-02 12:27:21.140990,easybroker,16000000.0,31372.549019607843,25012,25,012,Mazatlán
hermosa casa en venta en fraccionamiento al cid frente al canal de navegacion,4.0,4.0,600.0,23.2618672,-106.4532958,2024-09-02 12:27:21.140990,easybroker,19500000.0,32500.0,25012,25,012,Mazatlán
departamento el encanto playa dorada en marina mazatlan a pasos del mar,,,47.0,23.282586,-106.4694942,2024-09-02 12:27:21.140990,easybroker,2000000.0,42553.1914893617,25012,25,012,Mazatlán
grandiosa casa en venta marina campo de golf con alberca,4.0,4.0,487.0,23.295924,-106.4678881,2024-09-02 12:27:21.140990,easybroker,19299000.0,39628.336755646815,25012,25,012,Mazatlán
la pedrera modelo cantera,3.0,2.0,174.0,23.2863833,-106.4302811,2024-09-02 12:27:21.140990,easybroker,3590000.0,20632.183908045976,25012,25,012,Mazatlán
la pedrera modelo marfil,3.0,2.0,188.0,23.2863833,-106.4302811,2024-09-02 12:27:21.140990,easybroker,3700000.0,19680.85106382979,25012,25,012,Mazatlán
privada barcelona mod a,5.0,5.0,300.0,23.2552777,-106.4508938,2024-09-02 12:27:21.140990,easybroker,7796000.0,25986.666666666668,25012,25,012,Mazatlán
casa en venta altabrisa residencial mazatlan sinaloa,3.0,4.0,327.02,23.3053301745,-106.4782476425,2024-09-02 12:27:21.140990,easybroker,7490000.0,22903.797932848145,25012,25,012,Mazatlán
departamentos sevilla mia en preventa en fraccionamiento del cid modelo sierpes,2.0,2.0,127.21,23.265397941,-106.455673104,2024-09-02 12:27:21.140990,easybroker,6424105.0,50500.0,25012,25,012,Mazatlán
residencia de lujo en fraccionamiento marina campo de golf,5.0,6.0,750.0,23.2686689,-106.4627284,2024-09-02 12:27:21.140990,easybroker,17800000.0,23733.33333333333,25012,25,012,Mazatlán
residencia en marina campo de golf,5.0,6.0,700.0,23.2736689,-106.4577284,2024-09-02 12:27:21.140990,easybroker,17800000.0,25428.571428571428,25012,25,012,Mazatlán
en venta departamentos en mazatlan  torre cordobacordoba,2.0,2.0,89.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,2950000.0,33146.06741573034,25012,25,012,Mazatlán
departamento en palmilla residencial,2.0,,68.0,23.2991545,-106.4815048,2024-09-02 12:27:21.140990,easybroker,3500000.0,51470.58823529412,25012,25,012,Mazatlán
departamento en venta en mazatlan sabalo country,2.0,2.0,,23.2656148,-106.4639144,2024-09-02 12:27:21.140990,easybroker,2995000.0,,25012,25,012,Mazatlán
1706 vivar del cid,,,671.63,23.2661525032,-106.4537048341,2024-09-02 12:27:21.140990,easybroker,11967237.666,17818.2,25012,25,012,Mazatlán
1705 vivar del cid,,,600.0,23.266133885,-106.4535665514,2024-09-02 12:27:21.140990,easybroker,10690919.999999998,17818.199999999997,25012,25,012,Mazatlán
departamentos venta almarena residencial mazatlan 2908000 realte rg1,2.0,,65.37,23.3000776,-106.4826574,2024-09-02 12:27:21.140990,easybroker,2908000.0,44485.237876701845,25012,25,012,Mazatlán
departamento lock off en preventa en mazatlan,3.0,2.0,69.0,23.2442805,-106.4539976,2024-09-02 12:27:21.140990,easybroker,3304476.0,47890.95652173913,25012,25,012,Mazatlán
1683 vivar del cid,,,656.68,23.2661214002,-106.4504857066,2024-09-02 12:27:21.140990,easybroker,12350903.108,18808.1,25012,25,012,Mazatlán
departamento en parque turistico toram,,,52.0,23.3122806,-106.4250259,2024-09-02 12:27:21.140990,easybroker,2033000.0,39096.15384615384,25012,25,012,Mazatlán
penthouse en torre portico en malecon de mazatlan,2.0,2.0,159.0,23.2301279,-106.4321399,2024-09-02 12:27:21.140990,easybroker,7450000.0,46855.34591194968,25012,25,012,Mazatlán
casa en venta real del valle coto 10,3.0,2.0,189.0,23.2860566,-106.4330902,2024-09-02 12:27:21.140990,easybroker,4399000.0,23275.13227513228,25012,25,012,Mazatlán
departamento en venta enfrente del malecon en torre playa norte,2.0,2.0,97.0,23.2079571332,-106.4232945442,2024-09-02 12:27:21.140990,easybroker,5225000.0,53865.9793814433,25012,25,012,Mazatlán
venta departamento  col playa sur mazatlan,2.0,2.0,,23.1919551,-106.4214477,2024-09-02 12:27:21.140990,easybroker,3200000.0,,25012,25,012,Mazatlán
venta casareal del valle mazatlan,3.0,2.0,163.0,23.2863833,-106.4302811,2024-09-02 12:27:21.140990,easybroker,3900000.0,23926.38036809816,25012,25,012,Mazatlán
condominio frente al malecon en paradise bay grand,2.0,2.0,123.0,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,7000000.0,56910.56910569106,25012,25,012,Mazatlán
departamento en venta sunset hills en balcones de loma linda mazatlan sinaloa,3.0,2.0,130.0,23.2016117,-106.4291031,2024-09-02 12:27:21.140990,easybroker,4490000.0,34538.46153846154,25012,25,012,Mazatlán
departamento en venta en mazatlan,2.0,,135.0,23.243535,-106.4205276,2024-09-02 12:27:21.140990,easybroker,5051842.0,37421.05185185185,25012,25,012,Mazatlán
casa en venta puerta al mar,4.0,5.0,431.0,23.2737581,-106.3982246,2024-09-02 12:27:21.140990,easybroker,14900000.0,34570.7656612529,25012,25,012,Mazatlán
preventa penthouse en mazatlan,,,93.0,23.2304073,-106.43234,2024-09-02 12:27:21.140990,easybroker,5719000.0,61494.62365591398,25012,25,012,Mazatlán
preventa departamentos  5th level  zona dorada mazatlan,,,,23.2458924,-106.4542067,2024-09-02 12:27:21.140990,easybroker,2800000.0,,25012,25,012,Mazatlán
propiedad en venta para desarrollar departamentos,,,264.0,23.2350555,-106.3997262,2024-09-02 12:27:21.140990,easybroker,1580000.0,5984.848484848485,25012,25,012,Mazatlán
casa en venta en el centro historico de mazatlan,4.0,3.0,343.0,23.2028216,-106.419787,2024-09-02 12:27:21.140990,easybroker,6499000.0,18947.52186588921,25012,25,012,Mazatlán
en venta casas en mazatlan  olympus residencial,2.0,2.0,194.0,23.2959726,-106.4347101,2024-09-02 12:27:21.140990,easybroker,3260000.0,16804.123711340206,25012,25,012,Mazatlán
departamento en venta langosta en sabalo country mazatlan sinaloa,2.0,2.0,87.27,23.2654136,-106.4635629,2024-09-02 12:27:21.140990,easybroker,3100000.0,35521.9433940644,25012,25,012,Mazatlán
departamento en venta boca de cielo mazatlan sinaloa,2.0,2.0,104.0,23.2052614,-106.4284484,2024-09-02 12:27:21.140990,easybroker,7300000.0,70192.30769230769,25012,25,012,Mazatlán
departamento en preventa aguamarina talisman en mazatlan.,4.0,4.0,231.0,23.2209964,-106.4233945,2024-09-02 12:27:21.140990,easybroker,11916116.0,51584.91774891775,25012,25,012,Mazatlán
penthouse en preventa aguamarina talisman en mazatlan.,4.0,4.0,428.0,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,19693345.0,46012.48831775701,25012,25,012,Mazatlán
departamento en preventa aguamarina talisman en mazatlan.,,,79.0,23.2215262,-106.4234542,2024-09-02 12:27:21.140990,easybroker,4630300.0,58611.39240506329,25012,25,012,Mazatlán
casa en venta en altabrisa mazatlan,4.0,3.0,282.0,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,6550000.0,23226.95035460993,25012,25,012,Mazatlán
casa en venta altabrisa mazatlan,4.0,3.0,282.33,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,6990000.0,24758.261608755714,25012,25,012,Mazatlán
departamentos  un modern living,2.0,2.0,64.0,23.2161925,-106.4177672,2024-09-02 12:27:21.140990,easybroker,2955000.0,46171.875,25012,25,012,Mazatlán
departamentos preventa frente al malecon pacific pearl tower,2.0,2.0,117.0,23.220745804,-106.4230047741,2024-09-02 12:27:21.140990,easybroker,6334442.0,54140.52991452992,25012,25,012,Mazatlán
puerto banus 204,3.0,4.0,187.25,23.2527022652,-106.4446663884,2024-09-02 12:27:21.140990,easybroker,8900000.0,47530.04005340454,25012,25,012,Mazatlán
puerto banus 202,3.0,4.0,187.25,23.2526234063,-106.4446019359,2024-09-02 12:27:21.140990,easybroker,8600000.0,45927.90387182911,25012,25,012,Mazatlán
puerto banus 207,2.0,2.0,132.79,23.252781124,-106.4445590195,2024-09-02 12:27:21.140990,easybroker,7500000.0,56480.15663830108,25012,25,012,Mazatlán
puerto banus 205,2.0,2.0,132.79,23.2526628357,-106.4446877687,2024-09-02 12:27:21.140990,easybroker,7000000.0,52714.81286241434,25012,25,012,Mazatlán
puerto banus 203,2.0,2.0,132.79,23.2528205534,-106.444516103,2024-09-02 12:27:21.140990,easybroker,6700000.0,50455.606596882295,25012,25,012,Mazatlán
puerto banus 201,2.0,2.0,132.79,23.2528205534,-106.4445590195,2024-09-02 12:27:21.140990,easybroker,6500000.0,48949.469086527606,25012,25,012,Mazatlán
loft en venta el encanto mazatlan sinaloa,,,50.0,23.2722535,-106.446166,2024-09-02 12:27:21.140990,easybroker,2590000.0,51800.0,25012,25,012,Mazatlán
casa en venta marina mazatlan,3.0,3.0,300.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,9000000.0,30000.0,25012,25,012,Mazatlán
preventa aguamarina talisman,,,,23.2216585,-106.4207116,2024-09-02 12:27:21.140990,easybroker,3290000.0,,25012,25,012,Mazatlán
marina platino plus completamente amueblado,2.0,2.0,113.0,23.282586,-106.4694942,2024-09-02 12:27:21.140990,easybroker,7000000.0,61946.902654867255,25012,25,012,Mazatlán
torre navia,2.0,2.0,96.6,23.2786452,-106.4148229,2024-09-02 12:27:21.140990,easybroker,3900000.0,40372.67080745342,25012,25,012,Mazatlán
condominio en el encanto marina campo de golf,2.0,2.0,81.0,23.2716689,-106.4597284,2024-09-02 12:27:21.140990,easybroker,4400000.0,54320.98765432099,25012,25,012,Mazatlán
departamento en venta frente al malecon en torre altomare,2.0,2.0,,23.2301279,-106.4321399,2024-09-02 12:27:21.140990,easybroker,8350000.0,,25012,25,012,Mazatlán
departamentos en venta aitana palos prietos mazatlan sinaloa,,,55.69,23.2243585,-106.4211817,2024-09-02 12:27:21.140990,easybroker,2227600.0,40000.0,25012,25,012,Mazatlán
casa en el cid de oportunidad,3.0,2.0,209.0,23.2552257256,-106.4415121252,2024-09-02 12:27:21.140990,easybroker,5495000.0,26291.866028708133,25012,25,012,Mazatlán
venta departamentos  blue life mazatlan,,,,23.2016858,-106.4284408,2024-09-02 12:27:21.140990,easybroker,2860000.0,,25012,25,012,Mazatlán
penhouse con vista al parque central en central 102,3.0,3.0,376.0,23.2288987,-106.4273366,2024-09-02 12:27:21.140990,easybroker,12000000.0,31914.89361702128,25012,25,012,Mazatlán
casa en venta toreo,3.0,2.0,238.0,23.2496412,-106.4351073,2024-09-02 12:27:21.140990,easybroker,4395000.0,18466.386554621848,25012,25,012,Mazatlán
casa en venta mazatlan,,,,23.3054792,-106.4780693,2024-09-02 12:27:21.140990,easybroker,4250000.0,,25012,25,012,Mazatlán
residencia con vista al canal de navegacion en fraccionamiento marina el cid,4.0,5.0,698.0,23.2636313,-106.4538386,2024-09-02 12:27:21.140990,easybroker,23000000.0,32951.2893982808,25012,25,012,Mazatlán
condominio en torre boca de cielo mazatlan,2.0,2.0,118.0,23.2066219,-106.4278887,2024-09-02 12:27:21.140990,easybroker,6950000.0,58898.30508474576,25012,25,012,Mazatlán
